Team1,Team2,Winner,RealOdds,LoungeOdds,Difference,Risk,BetSize,EVTeam,Win
NiP,Fnatic,NiP,0.45,0.25,0.2,HIGH RISK,LOW BET,NiP,WIN
CLG,3sUP,CLG,0.55,0.67,-0.12,HIGH RISK,LOW BET,3sUP,LOSS
coL,Method,coL,0.5,0.45,0.05,HIGH RISK,LOW BET,coL,WIN
Imm,Legacy,Imm,0.55,0.62,-0.07,HIGH RISK,LOW BET,Legacy,LOSS
SK,Fnatic,Fnatic,0.4,0.12,0.28,MEDIUM RISK,AVG BET,SK,LOSS
NiP,Fnatic,Fnatic,0.5,0.42,0.08,HIGH RISK,LOW BET,NiP,LOSS
E-Frag,Titan,Titan,0.4,0.27,0.13,MEDIUM RISK,LOW BET,E-Frag,LOSS
E-Frag,Titan,Titan,0.4,0.27,0.13,MEDIUM RISK,LOW BET,E-Frag,LOSS
NaVi,E-Frag,E-Frag,0.6,0.87,-0.27,MEDIUM RISK,LOW BET,E-Frag,WIN
CLG,coL,CLG,0.42,0.64,-0.22,HIGH RISK,LOW BET,coL,LOSS
VP,HR,HR,0.58,0.71,-0.13,HIGH RISK,AVG BET,HR,WIN
TSM,E-Frag,TSM,0.6,0.71,-0.11,HIGH RISK,LOW BET,E-Frag,LOSS
EnVyUs,Dignitas,EnVyUs,0.6,0.77,-0.17,MEDIUM RISK,AVG BET,Dignitas,LOSS
LC,ES,null,0.65,0.84,-0.19,HIGH RISK,LOW BET,ES,TIE
HR,Dignitas,Dignitas,0.5,0.43,0.07,HIGH RISK,LOW BET,HR,LOSS
Vexed,G2,G2,0.4,0.16,0.24,MEDIUM RISK,AVG BET,Vexed,LOSS
Vexed,G2,G2,0.4,0.16,0.24,MEDIUM RISK,AVG BET,Vexed,LOSS
G2,LC,null,0.6,0.85,-0.25,MEDIUM RISK,AVG BET,LC,TIE
Liquid,EnVyUs,EnVyUs,0.55,0.18,0.37,HIGH RISK,LOW BET,Liquid,LOSS
Liquid,EnVyUs,EnVyUs,0.4,0.18,0.22,HIGH RISK,LOW BET,Liquid,LOSS
Liquid,EnVyUs,EnVyUs,0.55,0.18,0.37,HIGH RISK,LOW BET,Liquid,LOSS
Fnatic,Conquest,Fnatic,0.65,0.93,-0.28,MEDIUM RISK,AVG BET,Conquest,LOSS
CLG,TSM,TSM,0.42,0.15,0.27,HIGH RISK,AVG BET,CLG,LOSS
NaVi,LG,NaVi,0.52,0.5,0.02,HIGH RISK,LOW BET,LG,LOSS
E-Frag,LC,LC,0.55,0.64,-0.09,HIGH RISK,LOW BET,LC,WIN
EnVyUs,Fnatic,EnVyUs,0.45,0.38,0.07,HIGH RISK,LOW BET,EnVyUs,WIN
EnVyUs,Fnatic,EnVyUs,0.45,0.38,0.07,HIGH RISK,LOW BET,EnVyUs,WIN
TSM,NaVi,TSM,0.5,0.51,-0.01,HIGH RISK,LOW BET,NaVi,LOSS
TSM,NaVi,TSM,0.5,0.51,-0.01,HIGH RISK,LOW BET,NaVi,LOSS
TSM,NaVi,TSM,0.5,0.51,-0.01,HIGH RISK,LOW BET,NaVi,LOSS
Liquid,Conquest,Liquid,0.55,0.67,-0.12,HIGH RISK,ICB BET,Conquest,LOSS
CLG,LG,LG,0.43,0.28,0.15,HIGH RISK,LOW BET,CLG,LOSS
Fnatic,Liquid,Fnatic,0.6,0.88,-0.28,MEDIUM RISK,AVG BET,Liquid,LOSS
Fnatic,Liquid,Fnatic,0.6,0.88,-0.28,MEDIUM RISK,AVG BET,Liquid,LOSS
NaVi,LG,NaVi,0.53,0.62,-0.09,HIGH RISK,LOW BET,LG,LOSS
NaVi,LG,NaVi,0.53,0.62,-0.09,HIGH RISK,LOW BET,LG,LOSS
TSM,Fnatic,Fnatic,0.45,0.41,0.04,HIGH RISK,LOW BET,TSM,LOSS
EnVyUs,NaVi,NaVi,0.55,0.69,-0.14,HIGH RISK,LOW BET,NaVi,WIN
mouz,HR,null,0.55,0.56,-0.01,HIGH RISK,LOW BET,HR,TIE
mouz,HR,null,0.55,0.56,-0.01,HIGH RISK,LOW BET,HR,TIE
Fnatic,NaVi,Fnatic,0.57,0.74,-0.17,HIGH RISK,LOW BET,NaVi,LOSS
Fnatic,NaVi,Fnatic,0.57,0.74,-0.17,HIGH RISK,LOW BET,NaVi,LOSS
E-Frag,G2,G2,0.4,0.22,0.18,MEDIUM RISK,AVG BET,E-Frag,LOSS
Dignitas,HR,Dignitas,0.52,0.71,-0.19,HIGH RISK,LOW BET,HR,LOSS
Penta,HR,null,0.42,0.22,0.2,MEDIUM RISK,LOW BET,Penta,TIE
Titan,LDLC.White,Titan,0.7,0.87,-0.17,MEDIUM RISK,AVG BET,LDLC.White,LOSS
mouz,DenDD,mouz,0.6,0.71,-0.11,MEDIUM RISK,ICB BET,DenDD,LOSS
LG,coL,null,0.6,0.8,-0.2,HIGH RISK,LOW BET,coL,TIE
LG,coL,null,0.6,0.8,-0.2,HIGH RISK,LOW BET,coL,TIE
Cloud9,NME,NME,0.65,0.88,-0.23,MEDIUM RISK,AVG BET,NME,WIN
FSid3,Vexed,Vexed,0.6,0.73,-0.13,HIGH RISK,LOW BET,Vexed,WIN
CLG,Splyce,Splyce,0.65,0.56,0.09,MEDIUM RISK,AVG BET,Splyce,WIN
mouz,CSGL,CSGL,0.6,0.68,-0.08,MEDIUM RISK,AVG BET,CSGL,WIN
mouz,CSGL,CSGL,0.6,0.68,-0.08,MEDIUM RISK,AVG BET,CSGL,WIN
coL,Conquest,Conquest,0.45,0.32,0.13,HIGH RISK,LOW BET,coL,LOSS
TSM,EnVyUs,TSM,0.45,0.43,0.02,HIGH RISK,LOW BET,TSM,WIN
DenDD,SK,SK,0.44,0.35,0.09,HIGH RISK,LOW BET,DenDD,LOSS
G2,Dignitas,Dignitas,0.57,0.58,-0.01,HIGH RISK,LOW BET,Dignitas,WIN
G2,Dignitas,Dignitas,0.57,0.58,-0.01,HIGH RISK,LOW BET,Dignitas,WIN
Vexed,CSGL,CSGL,0.48,0.38,0.1,HIGH RISK,LOW BET,Vexed,LOSS
WinterFox,Splyce,WinterFox,0.55,0.41,0.14,HIGH RISK,LOW BET,WinterFox,WIN
Splyce,NME,NME,0.48,0.51,-0.03,HIGH RISK,LOW BET,NME,WIN
Dignitas,CSGL,CSGL,0.58,0.67,-0.09,HIGH RISK,LOW BET,CSGL,WIN
NME,Conquest,Conquest,0.45,0.29,0.16,HIGH RISK,LOW BET,NME,LOSS
CLG,Conquest,Conquest,0.43,0.23,0.2,HIGH RISK,LOW BET,CLG,LOSS
WinterFox,Splyce,Splyce,0.55,0.67,-0.12,HIGH RISK,LOW BET,Splyce,WIN
WinterFox,Splyce,Splyce,0.55,0.67,-0.12,HIGH RISK,LOW BET,Splyce,WIN
WinterFox,Splyce,Splyce,0.55,0.67,-0.12,HIGH RISK,LOW BET,Splyce,WIN
HR,Vexed,Vexed,0.58,0.65,-0.07,HIGH RISK,LOW BET,Vexed,WIN
Method,WinterFox,WinterFox,0.48,0.57,-0.09,HIGH RISK,LOW BET,WinterFox,WIN
Splyce,WinterFox,null,0.42,0.39,0.03,HIGH RISK,LOW BET,Splyce,TIE
CSGL,OG,OG,0.45,0.59,-0.14,HIGH RISK,LOW BET,OG,WIN
CSGL,OG,OG,0.45,0.59,-0.14,HIGH RISK,LOW BET,OG,WIN
Splyce,coL,null,0.45,0.3,0.15,HIGH RISK,LOW BET,Splyce,TIE
EnVyUs,Dignitas,EnVyUs,0.58,0.75,-0.17,HIGH RISK,LOW BET,Dignitas,LOSS
Splyce,SKDC,null,0.6,0.81,-0.21,MEDIUM RISK,AVG BET,SKDC,TIE
Splyce,SKDC,null,0.6,0.81,-0.21,MEDIUM RISK,AVG BET,SKDC,TIE
QM,Penta,QM,0.8,0.93,-0.13,LOW RISK,AVG BET,Penta,LOSS
Vexed,unu.AiN,null,0.58,0.6,-0.02,HIGH RISK,LOW BET,unu.AiN,TIE
Vexed,unu.AiN,null,0.58,0.6,-0.02,HIGH RISK,LOW BET,unu.AiN,TIE
QM,Vexed,QM,0.7,0.91,-0.21,MEDIUM RISK,ICB BET,Vexed,LOSS
Dignitas,EnVyUs,EnVyUs,0.3,0.15,0.15,MEDIUM RISK,AVG BET,Dignitas,LOSS
QM,Titan,QM,0.58,0.79,-0.21,HIGH RISK,LOW BET,Titan,LOSS
unu.AiN,Penta,unu.AiN,0.52,0.69,-0.17,HIGH RISK,LOW BET,Penta,LOSS
Ence,FSid3,FSid3,0.42,0.31,0.11,HIGH RISK,LOW BET,Ence,LOSS
Ence,FSid3,FSid3,0.42,0.31,0.11,HIGH RISK,LOW BET,Ence,LOSS
SK,Vexed,SK,0.55,0.71,-0.16,HIGH RISK,LOW BET,Vexed,LOSS
HR,E-Frag,HR,0.48,0.51,-0.03,HIGH RISK,LOW BET,E-Frag,LOSS
Dignitas,HR,Dignitas,0.6,0.86,-0.26,LOW RISK,LOW BET,HR,LOSS
SK,FSid3,SK,0.55,0.71,-0.16,HIGH RISK,LOW BET,FSid3,LOSS
SK,FSid3,SK,0.55,0.71,-0.16,HIGH RISK,LOW BET,FSid3,LOSS
G2,ATN,G2,0.75,0.9,-0.15,LOW RISK,AVG BET,ATN,LOSS
G2,ATN,G2,0.75,0.9,-0.15,LOW RISK,AVG BET,ATN,LOSS
EnVyUs,QM,QM,0.52,0.67,-0.15,HIGH RISK,LOW BET,QM,WIN
EnVyUs,QM,QM,0.52,0.67,-0.15,HIGH RISK,LOW BET,QM,WIN
SK,LDLC.White,null,0.7,0.87,-0.17,LOW RISK,LOW BET,LDLC.White,TIE
SK,mouz,mouz,0.48,0.49,-0.01,HIGH RISK,LOW BET,SK,LOSS
NaVi,CZen,NaVi,0.8,0.95,-0.15,LOW RISK,AVG BET,CZen,LOSS
NaVi,CZen,NaVi,0.8,0.95,-0.15,LOW RISK,AVG BET,CZen,LOSS
G2,LG,LG,0.48,0.46,0.02,HIGH RISK,LOW BET,G2,LOSS
WinterFox,NME,WinterFox,0.42,0.34,0.08,HIGH RISK,LOW BET,WinterFox,WIN
Fnatic,EnVyUs,EnVyUs,0.52,0.6,-0.08,HIGH RISK,LOW BET,EnVyUs,WIN
Titan,QM,QM,0.42,0.24,0.18,HIGH RISK,LOW BET,Titan,LOSS
FSid3,Vexed,Vexed,0.55,0.58,-0.03,HIGH RISK,LOW BET,Vexed,WIN
FSid3,Vexed,Vexed,0.55,0.58,-0.03,HIGH RISK,LOW BET,Vexed,WIN
FSid3,Vexed,Vexed,0.55,0.58,-0.03,HIGH RISK,LOW BET,Vexed,WIN
Cloud9,WinterFox,Cloud9,0.58,0.79,-0.21,HIGH RISK,LOW BET,WinterFox,LOSS
NaVi,LG,LG,0.55,0.64,-0.09,HIGH RISK,LOW BET,LG,WIN
NaVi,LG,LG,0.55,0.64,-0.09,HIGH RISK,LOW BET,LG,WIN
CZen,G2,G2,0.25,0.09,0.16,LOW RISK,AVG BET,CZen,LOSS
EnVyUs,QM,EnVyUs,0.5,0.58,-0.08,HIGH RISK,LOW BET,QM,LOSS
Fnatic,Titan,Fnatic,0.58,0.81,-0.23,HIGH RISK,LOW BET,Titan,LOSS
NaVi,G2,NaVi,0.6,0.74,-0.14,HIGH RISK,LOW BET,G2,LOSS
NiP,E-Frag,NiP,0.62,0.89,-0.27,MEDIUM RISK,AVG BET,E-Frag,LOSS
QM,Fnatic,Fnatic,0.52,0.45,0.07,HIGH RISK,LOW BET,QM,LOSS
QM,Fnatic,Fnatic,0.52,0.45,0.07,HIGH RISK,LOW BET,QM,LOSS
G2,Fnatic,Fnatic,0.4,0.13,0.27,HIGH RISK,LOW BET,G2,LOSS
NaVi,QM,NaVi,0.5,0.39,0.11,HIGH RISK,LOW BET,NaVi,WIN
LG,Fnatic,Fnatic,0.45,0.3,0.15,HIGH RISK,LOW BET,LG,LOSS
EnVyUs,NaVi,NaVi,0.5,0.63,-0.13,HIGH RISK,LOW BET,NaVi,WIN
OG,WinterFox,OG,0.58,0.76,-0.18,HIGH RISK,LOW BET,WinterFox,LOSS
Fnatic,NaVi,Fnatic,0.5,0.56,-0.06,HIGH RISK,LOW BET,NaVi,LOSS
OG,Splyce,Splyce,0.65,0.91,-0.26,MEDIUM RISK,AVG BET,Splyce,WIN
OG,Splyce,Splyce,0.65,0.91,-0.26,MEDIUM RISK,AVG BET,Splyce,WIN
NME,WinterFox,NME,0.55,0.69,-0.14,HIGH RISK,LOW BET,WinterFox,LOSS
NME,Splyce,NME,0.55,0.67,-0.12,HIGH RISK,LOW BET,Splyce,LOSS
E-Frag,FSid3,FSid3,0.45,0.65,-0.2,HIGH RISK,LOW BET,FSid3,WIN
FSid3,LC,null,0.55,0.77,-0.22,HIGH RISK,LOW BET,LC,TIE
Vexed,E-Frag,null,0.5,0.4,0.1,HIGH RISK,LOW BET,Vexed,TIE
ATN,SK,SK,0.3,0.25,0.05,MEDIUM RISK,AVG BET,ATN,LOSS
G2,FSid3,FSid3,0.58,0.75,-0.17,HIGH RISK,LOW BET,FSid3,WIN
CSGL,Dignitas,Dignitas,0.4,0.27,0.13,MEDIUM RISK,AVG BET,CSGL,LOSS
FSid3,Penta,FSid3,0.58,0.83,-0.25,HIGH RISK,LOW BET,Penta,LOSS
FSid3,Penta,FSid3,0.58,0.83,-0.25,HIGH RISK,LOW BET,Penta,LOSS
GAcademy,SKDC,GAcademy,0.58,0.87,-0.29,HIGH RISK,LOW BET,SKDC,LOSS
CSGL,Titan,Titan,0.35,0.16,0.19,MEDIUM RISK,AVG BET,CSGL,LOSS
ATN,E-Frag,ATN,0.42,0.37,0.05,HIGH RISK,LOW BET,ATN,WIN
NaVi,SK,NaVi,0.58,0.79,-0.21,MEDIUM RISK,AVG BET,SK,LOSS
VP,mouz,mouz,0.55,0.7,-0.15,HIGH RISK,LOW BET,mouz,WIN
LG,FaZe,FaZe,0.55,0.72,-0.17,HIGH RISK,LOW BET,FaZe,WIN
LG,FaZe,FaZe,0.55,0.72,-0.17,HIGH RISK,LOW BET,FaZe,WIN
Dignitas,Astralis,Astralis,0.42,0.2,0.22,MEDIUM RISK,AVG BET,Dignitas,LOSS
LG,SK,LG,0.65,0.85,-0.2,MEDIUM RISK,AVG BET,SK,LOSS
NaVi,FaZe,NaVi,0.55,0.65,-0.1,HIGH RISK,LOW BET,FaZe,LOSS
NaVi,FaZe,NaVi,0.55,0.65,-0.1,HIGH RISK,LOW BET,FaZe,LOSS
mouz,Astralis,Astralis,0.4,0.24,0.16,HIGH RISK,LOW BET,mouz,LOSS
VP,Dignitas,Dignitas,0.6,0.71,-0.11,MEDIUM RISK,AVG BET,Dignitas,WIN
WinterFox,TSM,WinterFox,0.58,0.47,0.11,HIGH RISK,LOW BET,WinterFox,WIN
Torqued,GAcademy,GAcademy,0.4,0.36,0.04,MEDIUM RISK,LOW BET,Torqued,LOSS
Torqued,GAcademy,GAcademy,0.4,0.36,0.04,MEDIUM RISK,LOW BET,Torqued,LOSS
FaZe,LG,LG,0.48,0.36,0.12,HIGH RISK,LOW BET,FaZe,LOSS
mouz,Dignitas,Dignitas,0.55,0.64,-0.09,HIGH RISK,LOW BET,Dignitas,WIN
Astralis,LG,LG,0.55,0.53,0.02,HIGH RISK,LOW BET,LG,WIN
Astralis,LG,LG,0.55,0.53,0.02,HIGH RISK,LOW BET,LG,WIN
OG,Method,OG,0.6,0.84,-0.24,HIGH RISK,LOW BET,Method,LOSS
NaVi,Dignitas,NaVi,0.62,0.78,-0.16,MEDIUM RISK,AVG BET,Dignitas,LOSS
LG,NaVi,NaVi,0.45,0.51,-0.06,HIGH RISK,LOW BET,NaVi,WIN
GAcademy,Splyce,GAcademy,0.5,0.57,-0.07,HIGH RISK,LOW BET,Splyce,LOSS
OG,WinterFox,WinterFox,0.55,0.8,-0.25,HIGH RISK,LOW BET,WinterFox,WIN
GAcademy,WinterFox,GAcademy,0.5,0.67,-0.17,HIGH RISK,LOW BET,WinterFox,LOSS
Splyce,NME,NME,0.45,0.26,0.19,HIGH RISK,LOW BET,Splyce,LOSS
CPH.W,FSid3,CPH.W,0.4,0.27,0.13,HIGH RISK,LOW BET,CPH.W,WIN
CPH.W,FSid3,CPH.W,0.4,0.27,0.13,HIGH RISK,LOW BET,CPH.W,WIN
CPH.W,FSid3,CPH.W,0.4,0.27,0.13,HIGH RISK,LOW BET,CPH.W,WIN
Dignitas,mouz,mouz,0.55,0.62,-0.07,HIGH RISK,LOW BET,mouz,WIN
CPH.W,mouz,mouz,0.4,0.21,0.19,HIGH RISK,LOW BET,CPH.W,LOSS
WinterFox,NME,null,0.48,0.34,0.14,HIGH RISK,LOW BET,WinterFox,TIE
Astralis,ATN,Astralis,0.7,0.89,-0.19,MEDIUM RISK,AVG BET,ATN,LOSS
Vexed,EnVyUs,EnVyUs,0.3,0.1,0.2,MEDIUM RISK,AVG BET,Vexed,LOSS
Titan,mouz,mouz,0.55,0.46,0.09,HIGH RISK,LOW BET,Titan,LOSS
Titan,mouz,mouz,0.55,0.46,0.09,HIGH RISK,LOW BET,Titan,LOSS
Splyce,WinterFox,null,0.45,0.26,0.19,HIGH RISK,LOW BET,Splyce,TIE
Penta,LDLC.White,Penta,0.56,0.64,-0.08,HIGH RISK,LOW BET,LDLC.White,LOSS
E-Frag,CG,E-Frag,0.65,0.73,-0.08,MEDIUM RISK,AVG BET,CG,LOSS
E-Frag,CG,E-Frag,0.65,0.73,-0.08,MEDIUM RISK,AVG BET,CG,LOSS
E-Frag,Penta,E-Frag,0.58,0.75,-0.17,HIGH RISK,LOW BET,Penta,LOSS
CG,LDLC.White,CG,0.42,0.32,0.1,HIGH RISK,LOW BET,CG,WIN
CG,LDLC.White,CG,0.42,0.32,0.1,HIGH RISK,LOW BET,CG,WIN
CG,Penta,Penta,0.42,0.48,-0.06,HIGH RISK,LOW BET,CG,LOSS
LD,HR,HR,0.45,0.26,0.19,LOW RISK,LOW BET,LD,LOSS
DenDD,PF,PF,0.55,0.41,0.14,HIGH RISK,LOW BET,DenDD,LOSS
CZen,Renegades,Renegades,0.45,0.42,0.03,HIGH RISK,LOW BET,CZen,LOSS
CZen,Renegades,Renegades,0.45,0.42,0.03,HIGH RISK,LOW BET,CZen,LOSS
LD,DenDD,DenDD,0.55,0.72,-0.17,HIGH RISK,LOW BET,DenDD,WIN
HR,PF,HR,0.58,0.64,-0.06,HIGH RISK,LOW BET,PF,LOSS
DenDD,PF,PF,0.4,0.22,0.18,HIGH RISK,LOW BET,DenDD,LOSS
Penta,HR,HR,0.45,0.23,0.22,HIGH RISK,LOW BET,Penta,LOSS
mouz,Dignitas,Dignitas,0.52,0.61,-0.09,HIGH RISK,LOW BET,Dignitas,WIN
E-Frag,PF,E-Frag,0.58,0.75,-0.17,HIGH RISK,LOW BET,PF,LOSS
Titan,NiP,Titan,0.45,0.24,0.21,HIGH RISK,LOW BET,Titan,WIN
NME,Method,Method,0.58,0.82,-0.24,HIGH RISK,LOW BET,Method,WIN
HR,E-Frag,HR,0.48,0.56,-0.08,HIGH RISK,LOW BET,E-Frag,LOSS
SK,LC,SK,0.6,0.81,-0.21,MEDIUM RISK,AVG BET,LC,LOSS
NRG,WinterFox,null,0.45,0.51,-0.06,HIGH RISK,LOW BET,WinterFox,TIE
SKDC,NME,null,0.3,0.12,0.18,MEDIUM RISK,AVG BET,SKDC,TIE
WinterFox,Splyce,Splyce,0.6,0.6,0,HIGH RISK,LOW BET,Splyce,WIN
Penta,E-Frag,null,0.42,0.2,0.22,HIGH RISK,LOW BET,Penta,TIE
PF,CSGL,CSGL,0.52,0.45,0.07,HIGH RISK,LOW BET,PF,LOSS
PF,CSGL,CSGL,0.52,0.45,0.07,HIGH RISK,LOW BET,PF,LOSS
NME,GAcademy,NME,0.48,0.31,0.17,HIGH RISK,LOW BET,NME,WIN
NME,GAcademy,NME,0.48,0.31,0.17,HIGH RISK,LOW BET,NME,WIN
Splyce,AGG,null,0.6,0.77,-0.17,MEDIUM RISK,LOW BET,AGG,TIE
FSid3,Panthers,null,0.58,0.78,-0.2,HIGH RISK,LOW BET,Panthers,TIE
Penta,Ence,Ence,0.42,0.23,0.19,HIGH RISK,LOW BET,Penta,LOSS
AGG,WinterFox,WinterFox,0.42,0.36,0.06,HIGH RISK,LOW BET,AGG,LOSS
CLG,EnVyUs,EnVyUs,0.3,0.16,0.14,MEDIUM RISK,AVG BET,CLG,LOSS
Dignitas,FSid3,Dignitas,0.55,0.72,-0.17,HIGH RISK,LOW BET,FSid3,LOSS
Penta,SK,null,0.4,0.28,0.12,HIGH RISK,LOW BET,Penta,TIE
Vexed,ATN,null,0.52,0.56,-0.04,HIGH RISK,LOW BET,ATN,TIE
Splyce,NRG,NRG,0.45,0.28,0.17,HIGH RISK,LOW BET,Splyce,LOSS
CLG,FSid3,CLG,0.55,0.61,-0.06,HIGH RISK,LOW BET,FSid3,LOSS
CLG,FSid3,CLG,0.55,0.61,-0.06,HIGH RISK,LOW BET,FSid3,LOSS
EnVyUs,Dignitas,Dignitas,0.55,0.78,-0.23,HIGH RISK,LOW BET,Dignitas,WIN
EnVyUs,CLG,EnVyUs,0.55,0.73,-0.18,HIGH RISK,LOW BET,CLG,LOSS
SK,CSGL,null,0.6,0.7,-0.1,HIGH RISK,LOW BET,CSGL,TIE
SK,Ence,SK,0.52,0.61,-0.09,HIGH RISK,LOW BET,Ence,LOSS
Cloud9,G2,G2,0.48,0.37,0.11,HIGH RISK,LOW BET,Cloud9,LOSS
Cloud9,G2,G2,0.48,0.37,0.11,HIGH RISK,LOW BET,Cloud9,LOSS
Cloud9,G2,G2,0.48,0.37,0.11,HIGH RISK,LOW BET,Cloud9,LOSS
Astralis,Method,Astralis,0.75,0.96,-0.21,MEDIUM RISK,AVG BET,Method,LOSS
Astralis,Method,Astralis,0.75,0.96,-0.21,MEDIUM RISK,AVG BET,Method,LOSS
SK,Empire,SK,0.7,0.83,-0.13,MEDIUM RISK,AVG BET,Empire,LOSS
SK,Empire,SK,0.7,0.83,-0.13,MEDIUM RISK,AVG BET,Empire,LOSS
Cloud9,Method,Cloud9,0.75,0.92,-0.17,LOW RISK,AVG BET,Method,LOSS
G2,Astralis,Astralis,0.45,0.27,0.18,HIGH RISK,LOW BET,G2,LOSS
Ence,LDLC.White,Ence,0.58,0.75,-0.17,HIGH RISK,LOW BET,LDLC.White,LOSS
Ence,CW,Ence,0.48,0.63,-0.15,HIGH RISK,LOW BET,CW,LOSS
Cloud9,EnVyUs,EnVyUs,0.42,0.16,0.26,HIGH RISK,LOW BET,Cloud9,LOSS
CLG,G2,CLG,0.4,0.26,0.14,HIGH RISK,LOW BET,CLG,WIN
Astralis,EnVyUs,EnVyUs,0.55,0.52,0.03,HIGH RISK,LOW BET,EnVyUs,WIN
Dignitas,CLG,Dignitas,0.52,0.69,-0.17,HIGH RISK,LOW BET,CLG,LOSS
LDLC.White,Ence,LDLC.White,0.45,0.25,0.2,HIGH RISK,LOW BET,LDLC.White,WIN
LDLC.White,Ence,LDLC.White,0.45,0.25,0.2,HIGH RISK,LOW BET,LDLC.White,WIN
Astralis,CLG,Astralis,0.58,0.82,-0.24,MEDIUM RISK,ICB BET,CLG,LOSS
EnVyUs,Dignitas,EnVyUs,0.57,0.72,-0.15,HIGH RISK,LOW BET,Dignitas,LOSS
Penta,E-Frag,null,0.38,0.18,0.2,MEDIUM RISK,AVG BET,Penta,TIE
GAcademy,WinterFox,GAcademy,0.52,0.63,-0.11,HIGH RISK,LOW BET,WinterFox,LOSS
Splyce,NME,Splyce,0.48,0.25,0.23,HIGH RISK,LOW BET,Splyce,WIN
Method,E-Frag,E-Frag,0.35,0.16,0.19,MEDIUM RISK,AVG BET,Method,LOSS
E-Frag,Ancient,Ancient,0.48,0.48,0,HIGH RISK,LOW BET,E-Frag,LOSS
E-Frag,Ancient,Ancient,0.48,0.48,0,HIGH RISK,LOW BET,E-Frag,LOSS
CW,ATN,null,0.45,0.41,0.04,HIGH RISK,LOW BET,CW,TIE
Dignitas,SK,SK,0.58,0.67,-0.09,HIGH RISK,LOW BET,SK,WIN
Astralis,NaVi,Astralis,0.48,0.44,0.04,HIGH RISK,LOW BET,Astralis,WIN
DenDD,ATN,ATN,0.45,0.39,0.06,HIGH RISK,LOW BET,DenDD,LOSS
SK,EnVyUs,EnVyUs,0.35,0.28,0.07,HIGH RISK,LOW BET,SK,LOSS
EnVyUs,SK,EnVyUs,0.7,0.77,-0.07,MEDIUM RISK,AVG BET,SK,LOSS
EnVyUs,SK,EnVyUs,0.7,0.77,-0.07,MEDIUM RISK,AVG BET,SK,LOSS
NaVi,Astralis,NaVi,0.48,0.45,0.03,HIGH RISK,LOW BET,NaVi,WIN
Renegades,NME,Renegades,0.45,0.6,-0.15,HIGH RISK,LOW BET,NME,LOSS
AGG,OG,OG,0.35,0.18,0.17,HIGH RISK,LOW BET,AGG,LOSS
OG,AGG,OG,0.58,0.79,-0.21,HIGH RISK,LOW BET,AGG,LOSS
NME,Renegades,NME,0.48,0.41,0.07,HIGH RISK,LOW BET,NME,WIN
Astralis,G2,Astralis,0.56,0.66,-0.1,HIGH RISK,LOW BET,G2,LOSS
Astralis,G2,Astralis,0.56,0.66,-0.1,HIGH RISK,LOW BET,G2,LOSS
G2,Astralis,G2,0.48,0.36,0.12,HIGH RISK,LOW BET,G2,WIN
VP,FaZe,FaZe,0.52,0.54,-0.02,HIGH RISK,LOW BET,FaZe,WIN
FaZe,VP,FaZe,0.45,0.51,-0.06,HIGH RISK,LOW BET,VP,LOSS
Dignitas,ATN,Dignitas,0.55,0.76,-0.21,HIGH RISK,ICB BET,ATN,LOSS
SK,Dignitas,SK,0.45,0.52,-0.07,HIGH RISK,LOW BET,Dignitas,LOSS
NRG,NME,NME,0.48,0.46,0.02,HIGH RISK,LOW BET,NRG,LOSS
NME,NRG,NRG,0.48,0.51,-0.03,HIGH RISK,LOW BET,NRG,WIN
NME,NRG,NRG,0.48,0.51,-0.03,HIGH RISK,LOW BET,NRG,WIN
CSGL,FSid3,FSid3,0.45,0.34,0.11,HIGH RISK,LOW BET,CSGL,LOSS
mouz,LDLC.White,mouz,0.62,0.85,-0.23,MEDIUM RISK,AVG BET,LDLC.White,LOSS
HR,Vexed,HR,0.52,0.6,-0.08,HIGH RISK,LOW BET,Vexed,LOSS
coL,Liquid,coL,0.4,0.18,0.22,HIGH RISK,AVG BET,coL,WIN
Liquid,coL,Liquid,0.6,0.7,-0.1,HIGH RISK,LOW BET,coL,LOSS
Fnatic,VP,Fnatic,0.58,0.73,-0.15,HIGH RISK,LOW BET,VP,LOSS
VP,Fnatic,Fnatic,0.44,0.35,0.09,HIGH RISK,LOW BET,VP,LOSS
ATN,E-Frag,E-Frag,0.48,0.35,0.13,HIGH RISK,LOW BET,ATN,LOSS
SK,NaVi,SK,0.4,0.23,0.17,MEDIUM RISK,LOW BET,SK,WIN
NaVi,SK,SK,0.6,0.68,-0.08,MEDIUM RISK,LOW BET,SK,WIN
GAcademy,NME,GAcademy,0.48,0.63,-0.15,HIGH RISK,LOW BET,NME,LOSS
GAcademy,NME,GAcademy,0.48,0.63,-0.15,HIGH RISK,LOW BET,NME,LOSS
Cloud9,CLG,Cloud9,0.52,0.5,0.02,HIGH RISK,LOW BET,CLG,LOSS
CLG,Cloud9,Cloud9,0.52,0.56,-0.04,HIGH RISK,LOW BET,Cloud9,WIN
LG,Liquid,LG,0.55,0.66,-0.11,HIGH RISK,LOW BET,Liquid,LOSS
LG,Liquid,LG,0.55,0.66,-0.11,HIGH RISK,LOW BET,Liquid,LOSS
LG,Liquid,LG,0.55,0.66,-0.11,HIGH RISK,LOW BET,Liquid,LOSS
Liquid,LG,LG,0.48,0.32,0.16,HIGH RISK,LOW BET,Liquid,LOSS
